iter	Logloss
352	0.5927658769
353	0.5925385029
354	0.5923426468
355	0.5921226707
356	0.5920353903
357	0.5918229207
358	0.5915784139
359	0.5913418637
360	0.5911478541
361	0.5910410671
362	0.5908372541
363	0.5905801026
364	0.5903500244
365	0.5901910678
366	0.5900295205
367	0.5898661664
368	0.5897514547
369	0.5895967005
370	0.5894161211
371	0.5892534863
372	0.5890624398
373	0.5889143657
374	0.588740735
375	0.5885131717
376	0.5883007199
377	0.5881235951
378	0.5879169513
379	0.5877568738
380	0.5875323734
381	0.5872760739
382	0.5871431054
383	0.5868832521
384	0.5868071226
385	0.5866214804
386	0.586420012
387	0.5862475986
388	0.5860650106
389	0.5859052452
390	0.5857478587
391	0.5854999583
392	0.5853969197
393	0.5852158708
394	0.5849276291
395	0.58471045
396	0.5844918447
397	0.5843124391
398	0.5840984779
399	0.5837916478
400	0.5836104507
401	0.5833432581
402	0.5832213407
403	0.5830968557
404	0.5828997522
405	0.5827245753
406	0.5825882641
407	0.5824284213
408	0.5822075764
409	0.5819835727
410	0.5817691325
411	0.5816609908
412	0.5814449029
413	0.5812540128
414	0.5810487582
415	0.5808219087
416	0.5806508853
417	0.5803390317
418	0.5801233031
419	0.5800140018
420	0.5797770612
421	0.5795272877
422	0.5793232082
423	0.5791799535
424	0.5790652142
425	0.5789532341
426	0.5787394105
427	0.5785713044
428	0.5784081241
429	0.578202308
430	0.5780164059
431	0.5777677894
432	0.577584269
433	0.5774249685
434	0.5771700429
435	0.5770065741
436	0.5768265031
437	0.5766830338
438	0.5765031289
439	0.5763614395
440	0.5761857155
441	0.5759906289
442	0.5758032942
443	0.5755814576
444	0.5753504709
445	0.5752181089
446	0.5750732493
447	0.5748314151
448	0.574666924
449	0.574426436
450	0.5742321007
451	0.5740221414
452	0.5738714833
453	0.5737384929
454	0.5735223189
455	0.5733819331
456	0.5731806421
457	0.5729941864
458	0.5728325221
459	0.5725152186
460	0.5723500184
461	0.5722101928
462	0.5721043123
463	0.5719750658
464	0.5717818898
465	0.571627029
466	0.5714956112
467	0.5713460736
468	0.5711075324
469	0.5709389747
470	0.5707886182
471	0.5706440862
472	0.570537328
473	0.5704062605
474	0.5702242829
475	0.57006242
476	0.5699195865
477	0.5697836245
478	0.569647136
479	0.569501301
480	0.5692757726
481	0.5690614729
482	0.5689029471
483	0.5687672233
484	0.5685559046
485	0.5682971983
486	0.5680838304
487	0.5678539622
488	0.5675800188
489	0.5674751903
490	0.5673079658
491	0.5670926289
492	0.566941489
493	0.566757393
494	0.5665671511
495	0.5663347598
496	0.56609057
497	0.5659490726
498	0.5657686375
499	0.5655811498
500	0.5653671633
501	0.5651697696
502	0.5650235848
503	0.5647994102
504	0.5646547096
505	0.5644593119
506	0.5643547862
507	0.5642262357
508	0.5640959301
509	0.5639119833
510	0.563740376
511	0.5635593332
512	0.5634328527
513	0.5632540071
514	0.5631257241
515	0.5629761884
516	0.5627845048
517	0.5626598107
518	0.5624183764
519	0.5622372419
520	0.5620693502
521	0.5619287015
522	0.5617997349
523	0.5615594759
524	0.5614577067
525	0.5613251694
526	0.5611827444
527	0.5610455904
528	0.5608658989
529	0.5607317741
530	0.5604972301
531	0.560256853
532	0.5600851506
533	0.5599474625
534	0.5598548812
535	0.5596982581
536	0.5595549122
537	0.559302236
538	0.5591127363
539	0.5590111384
540	0.5588186864
541	0.5586097201
542	0.5584292714
543	0.5582152368
544	0.5580102166
545	0.5579070747
546	0.5577891495
547	0.5575243435
548	0.5573951815
549	0.5572390115
550	0.5570838046
551	0.5568183423
552	0.5567088278
553	0.556483687
554	0.5563455628
555	0.5561598278
556	0.556089888
557	0.5559435106
558	0.5557392968
559	0.555531287
560	0.555273751
561	0.5551746723
562	0.5549568933
563	0.5547585092
564	0.5544959599
565	0.5542941415
566	0.5541054533
567	0.5539521624
568	0.5537602594
569	0.5536200056
570	0.5533736025
571	0.553190279
572	0.5530508739
573	0.5528815811
574	0.5526867651
575	0.5525448471
576	0.5524082984
577	0.5522759557
578	0.5520777079
579	0.5519838772
580	0.5518319213
581	0.5516919199
582	0.5514255602
583	0.5513176932
584	0.5511899907
585	0.551126395
586	0.5509792174
587	0.5508105674
588	0.5507516752
589	0.5506547951
590	0.5504737327
591	0.5503321477
592	0.5502108568
593	0.5500527246
594	0.5498340218
595	0.5496934343
596	0.5494983713
597	0.5494132229
598	0.5492651263
599	0.5491080701
600	0.5489193039
601	0.5486615277
602	0.5485325867
603	0.5483872791
604	0.5481948436
605	0.5480955091
606	0.5479835748
607	0.547833938
608	0.5476550677
609	0.5474185703
610	0.54724275
611	0.5470969078
612	0.5468726671
613	0.5467242126
614	0.5465845601
615	0.5464937634
616	0.5463114147
617	0.546072827
618	0.5458789413
619	0.5456957212
620	0.5455167862
621	0.5453022805
622	0.545175682
623	0.5449978431
624	0.5447702494
625	0.5446224567
626	0.5444410921
627	0.5442730177
628	0.5440517949
629	0.5438765028
630	0.5436786455
631	0.5436235082
632	0.5434923341
633	0.5433237826
634	0.5431884449
635	0.5430748048
636	0.5428793031
637	0.5427581036
638	0.542685939
639	0.5424852664
640	0.5422566127
641	0.5420780146
642	0.5418910279
643	0.541764075
644	0.5416123636
645	0.5414049997
646	0.541241107
647	0.5410591415
648	0.5409428212
649	0.5408299615
650	0.5407097697
651	0.5405247198
652	0.5403669263
653	0.5402330281
654	0.5400881779
655	0.5399062772
656	0.5398470845
657	0.5396595213
658	0.5394811209
659	0.5393326711
660	0.5391494959
661	0.5389492458
662	0.5387559515
663	0.5386586482
664	0.5385259019
665	0.5384275655
666	0.5383211319
667	0.538195165
668	0.5380072244
669	0.5378471761
670	0.5376484368
671	0.5374898892
672	0.5373686203
673	0.5373000557
674	0.5372089642
675	0.5370627148
676	0.5369214675
677	0.5368007815
678	0.5367133066
679	0.5365625751
680	0.5363681639
681	0.5362339384
682	0.5360977105
683	0.535986627
684	0.535872842
685	0.5357886265
686	0.535627186
687	0.535539093
688	0.5353807713
689	0.535205849
690	0.5350522819
691	0.5348809167
692	0.5348068563
693	0.5347006256
694	0.5345899803
695	0.5343800906
696	0.5342279998
697	0.5340659166
698	0.5338782653
699	0.5338221507
700	0.5336755734
701	0.5335268629
702	0.5333746597
703	0.5331341921
704	0.5330572514
705	0.5329163283
706	0.5328320173
707	0.5326802032
708	0.5324505255
709	0.5323120868
710	0.5321336949
711	0.5319501805
712	0.5317276623
713	0.531560736
714	0.5314671204
715	0.5312848713
716	0.5311876068
717	0.5309737723
718	0.5307887867
719	0.5306526471
720	0.5304689753
721	0.5303367921
722	0.5302210851
723	0.5300492923
724	0.5299194356
725	0.5297486479
726	0.5295754144
727	0.5293499958
728	0.5291819096
729	0.529045521
730	0.5288410655
731	0.5286882908
732	0.5285113296
733	0.5284236217
734	0.5282526501
735	0.5280859203
736	0.5279947939
737	0.5278915909
738	0.5277431571
739	0.5276074745
740	0.5274651753
741	0.5272831884
742	0.5271681228
743	0.527029698
744	0.526957796
745	0.5268690067
746	0.5267186672
747	0.5266117189
748	0.5264844331
749	0.5263029101
750	0.5261708896
751	0.5260971669
752	0.5258961154
753	0.5257480736
754	0.525526776
755	0.5254393956
756	0.5252825819
757	0.5251953666
758	0.5250531499
759	0.5248568303
760	0.5247663434
761	0.5245824371
762	0.5244519264
763	0.524337018
764	0.5241738234
765	0.5240622137
766	0.5239349517
767	0.5237965502
768	0.5237099612
769	0.5235407805
770	0.5233982884
771	0.5232412183
772	0.5230839474
773	0.522858034
774	0.5227455586
775	0.5226395659
776	0.5224625272
777	0.5223029988
778	0.5221037864
779	0.5220169941
780	0.5218793121
781	0.5217961239
782	0.52161744
783	0.521499073
784	0.5213990494
785	0.5212899472
786	0.5211261254
787	0.5209520793
788	0.5207149198
789	0.5205840585
790	0.520446223
791	0.5202543054
792	0.5201368978
793	0.5200520674
794	0.5199460019
795	0.519822478
796	0.5195932535
797	0.5194583902
798	0.5193251823
799	0.519168518
800	0.5189670099
801	0.5187996716
802	0.5186784216
803	0.5185732218
804	0.5184568311
805	0.518288843
806	0.5180646107
807	0.5179737732
808	0.5178736838
809	0.5177652654
810	0.5176220584
811	0.5175207629
812	0.517328501
813	0.5172467767
814	0.5171220455
815	0.5169611937
816	0.5168076845
817	0.5166226853
818	0.5164693853
819	0.5163790206
820	0.516173893
821	0.5160528211
822	0.5159483921
823	0.5158131988
824	0.5156081016
825	0.5155515323
826	0.5153323923
827	0.5151795528
828	0.5150687933
829	0.5148950507
830	0.5147429347
831	0.5146370721
832	0.5144989538
833	0.5143730498
834	0.5142550672
835	0.5141569805
836	0.5140973139
837	0.5139053425
838	0.5138276017
839	0.5137285309
840	0.5136087442
841	0.5134996298
842	0.5133411376
843	0.5132217485
844	0.5131184293
845	0.5130046024
846	0.5128667562
847	0.5127822157
848	0.5126813796
849	0.5125044912
850	0.5123194423
851	0.5121968084
852	0.5120764862
853	0.5120046221
854	0.5119142879
855	0.5117763564
856	0.5115486979
857	0.5114557322
858	0.5113233166
859	0.5112254657
860	0.5111126037
861	0.5109886882
862	0.5109007971
863	0.5107969226
864	0.5107157758
865	0.5106141243
866	0.5104648648
867	0.510364992
868	0.5102689256
869	0.5102005804
870	0.5100271383
871	0.5098517962
872	0.5096439839
873	0.5094614288
874	0.5092849905
875	0.5091698348
876	0.509040147
877	0.5088751648
878	0.5087672902
879	0.5086770352
880	0.5086031819
881	0.5085035296
882	0.5084351276
883	0.5082971955
884	0.5081505379
885	0.5080606797
886	0.5079739548
887	0.5078561944
888	0.5077966695
889	0.5076521955
890	0.5075079679
891	0.5073708175
892	0.507249003
893	0.5071410116
894	0.5070688251
895	0.5069490228
896	0.5068341395
897	0.506708313
898	0.5065539033
899	0.5064610576
900	0.5063858477
901	0.5063287027
902	0.5061742446
903	0.5059989919
904	0.5058948303
905	0.5057297822
906	0.5056238968
907	0.5055386328
908	0.5054280576
909	0.5053340799
910	0.5052228937
911	0.5050945106
912	0.5049925295
913	0.5048597615
914	0.5047091919
915	0.50461032
916	0.5044488662
917	0.5043528603
918	0.5042536969
919	0.5041179153
920	0.5039607258
921	0.5037877168
922	0.5036647643
923	0.5035439825
924	0.5034341301
925	0.5033585736
926	0.503237584
927	0.5030923278
928	0.5029685157
929	0.5028114934
930	0.5027595708
931	0.5026304637
932	0.5024972353
933	0.5023853115
934	0.502282159
935	0.502179745
936	0.5020440811
937	0.5019403066
938	0.5017366903
939	0.5015299996
940	0.5013788988
941	0.5012979826
942	0.501176509
943	0.5010305004
944	0.5008788973
945	0.5007491736
946	0.500602613
947	0.5004885751
948	0.5003777552
949	0.5002542645
950	0.5001535484
951	0.5000577987
952	0.4998945604
953	0.4997491279
954	0.4996292688
955	0.4995385605
956	0.49948889
957	0.4993428026
958	0.4992245007
959	0.4991627581
960	0.4990007527
961	0.4988710776
962	0.498768292
963	0.4986958306
964	0.4985842266
965	0.4984355166
966	0.4982971917
967	0.4981540793
968	0.4980180034
969	0.4978348983
970	0.4976800145
971	0.4975441965
972	0.4974057205
973	0.4972767321
974	0.4971533024
975	0.4970554689
976	0.4968859728
977	0.4967416718
978	0.4965609203
979	0.496407209
980	0.4963277174
981	0.4962288732
982	0.4960937213
983	0.4960009913
984	0.4958899536
985	0.4958067314
986	0.4956528703
987	0.4955361177
988	0.4954035113
989	0.4952662134
990	0.4951435726
991	0.4950614707
992	0.4949365941
993	0.4948262943
994	0.4946767392
995	0.4945874802
996	0.4944153871
997	0.4943182048
998	0.4941857558
999	0.494059441
